id,Acc,PPV(Precision),NPV,TPR(Recall),TNR,MCC,ROC AUC,STD,PR AUC,F1,FPR
7wq5_A,0.8430232558134634,0.8936170212746944,0.8239999999993408,0.6562499999989746,0.9537037037028206,0.6615989419342094,0.9558014869689941,0.3448665020798134,0.934918999671936,0.7678571343421936,0.046296296296253425
7uux_A,0.912181303115889,0.9999999999666667,0.911428571428311,0.08823529411738754,0.9999999999996866,0.28358449898967,0.7830997705459595,0.07595998557344746,0.4272449314594269,0.1621621698141098,0.0
7uxw_A,0.9075144508667897,0.9999999999666667,0.9067055393583363,0.08571428571404081,0.9999999999996785,0.27877879700454977,0.816536545753479,0.07150361600847165,0.43034687638282776,0.15789473056793213,0.0
8br2_A,0.9389067524112737,0.49999999999750006,0.9690721649481207,0.5263157894709142,0.9657534246572036,0.48043310832727454,0.9305155277252197,0.1956960331544477,0.48736947774887085,0.5128205418586731,0.034246575342454025
7u72_A,0.9116279069765322,0.7254901960770088,0.9366754617411777,0.6065573770481859,0.9620596205959453,0.6136111539838607,0.9504864811897278,0.2424179154497728,0.7660269141197205,0.6607142686843872,0.03794037940378376
7xur_B,0.9531680440768724,0.6666666666592592,0.9604519774008586,0.2999999999985,0.9912536443145799,0.4273764037736958,0.9645772576332092,0.10974868729703935,0.5023635625839233,0.4137931168079376,0.008746355685128646
7u77_A,0.9255813953486219,0.7826086956504725,0.9427083333330879,0.6206896551713437,0.9731182795696309,0.6562766238525529,0.9556451439857483,0.23878532247007433,0.7807334065437317,0.6923076510429382,0.0268817204301003
7u78_A,0.9162790697672288,0.7391304347810018,0.9374999999997559,0.5862068965507135,0.9677419354836109,0.6122243372061904,0.9515665769577026,0.23667716801911692,0.7678070068359375,0.6538461446762085,0.032258064516120365
7u7d_A,0.9232558139532737,0.7499999999984375,0.9450261780102238,0.631578947367313,0.9678284182303035,0.6454485342640286,0.9501904845237732,0.23868765478521067,0.7610786557197571,0.6857142448425293,0.03217158176942837
7u7r_A,0.902325581395139,0.6122448979579341,0.9396325459315119,0.5660377358479886,0.9496021220156633,0.5334510349852238,0.940043032169342,0.24627159875300433,0.6646329760551453,0.5882353186607361,0.05039787798407151
7un7_A,0.9216300940435983,0.8510638297854233,0.9338235294114214,0.689655172412604,0.9731800766279797,0.7212842769703862,0.9548817276954651,0.2760762163359884,0.8408513069152832,0.7735848426818848,0.026819923371637234
8aas_A,0.8728323699416921,0.4285714285653061,0.8915662650597039,0.1428571428564626,0.9736842105256753,0.19315610289320384,0.9555137753486633,0.1535542325662959,0.6317113041877747,0.2142857164144516,0.0263157894736669
8aas_B,0.9382022471904842,0.764705882348443,0.9565217391298407,0.6499999999967501,0.9746835443031806,0.6712220398929122,0.9598101377487183,0.21886904006805327,0.766126275062561,0.7027027010917664,0.02531645569618651
8d8m_C,0.8809523809519615,0.8461538461473372,0.8832487309640187,0.3235294117637543,0.988636363635802,0.47717347062223087,0.8912099003791809,0.18413331036349204,0.6590389609336853,0.4680851399898529,0.011363636363629907
8dvp_A,0.9028571428568849,0.6666666666649572,0.9324758842440732,0.5531914893605251,0.9570957095706413,0.5529328838708708,0.9500386118888855,0.262235837103082,0.7669837474822998,0.604651153087616,0.04290429042902875
8dvy_A,0.9259259259256621,0.7441860465098972,0.9512987012983924,0.6808510638283386,0.9638157894733672,0.6695938798192803,0.961226224899292,0.27268436254974593,0.8219683766365051,0.7111110687255859,0.03618421052630389
8dw7_A,0.9318181818179171,0.6904761904745464,0.964516129031947,0.7249999999981874,0.9583333333330262,0.6690127689345196,0.9701122045516968,0.26480606043645327,0.8435696363449097,0.7073171138763428,0.041666666666653314
8e8b_A,0.9011764705880233,0.6097560975594883,0.9322916666664239,0.49019607843041135,0.9572192513366425,0.4924636831097921,0.9265230298042297,0.21940803675497986,0.5657771229743958,0.54347825050354,0.042780748663090166
8eve_A,0.9268867924526116,0.7804878048761451,0.9425587467360463,0.5925925925914952,0.975675675675412,0.6410026612762385,0.9503503441810608,0.21370306930132282,0.7603632807731628,0.6736841797828674,0.02432432432431775
8evf_A,0.9004854368929853,0.7096774193525495,0.9160104986874237,0.40740740740665293,0.9748603351952585,0.4890606383711907,0.949306845664978,0.2010989983179072,0.7021118402481079,0.5176470875740051,0.025139664804462253
8fn3_A,0.9107981220655139,0.8399999999966401,0.9152119700745848,0.3818181818174876,0.9892183288407037,0.5293498032346652,0.9336681962013245,0.17984762148518996,0.7052139639854431,0.5249999761581421,0.010781671159026745
8fog_A,0.9107981220655139,0.8181818181780992,0.9158415841581892,0.34615384615318046,0.9893048128339601,0.49622021947408823,0.9436445832252502,0.17491734679682028,0.7156155705451965,0.48648643493652344,0.010695187165772542
